epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
116,3690.94,1.45153,1.27501,1.56657,0.00565,1.31843,0.58471,0.58513,0.60881,0.36645,0.59394,0.56533,0.61349,0.29941,1.36199,1.23641,1.55863,0.00772,0,0.00119253,0.00119253,0.00119253
117,3722.37,1.43771,1.32577,1.51344,0.00545,1.32844,0.62884,0.58229,0.61276,0.35568,0.63317,0.58585,0.61059,0.30787,1.42644,1.24304,1.52467,0.00793,0,0.0011884,0.0011884,0.0011884
118,3753.75,1.45947,1.32235,1.55518,0.00563,1.33229,0.56871,0.53079,0.55652,0.33798,0.54497,0.58362,0.56678,0.26759,1.42413,1.22752,1.6032,0.00799,0,0.00118428,0.00118428,0.00118428
119,3785.05,1.44895,1.32299,1.51237,0.00568,1.29214,0.63279,0.57742,0.61816,0.37154,0.62126,0.57742,0.6066,0.28359,1.37501,1.22273,1.56679,0.00761,0,0.00118015,0.00118015,0.00118015
120,3816.46,1.45682,1.338,1.52167,0.00573,1.27461,0.66685,0.54053,0.62656,0.38521,0.64325,0.57742,0.62911,0.32183,1.394,1.21724,1.53987,0.00778,0,0.00117603,0.00117603,0.00117603
121,3847.81,1.4176,1.26351,1.52461,0.00546,1.21175,0.52741,0.63912,0.58997,0.35463,0.52731,0.63734,0.58968,0.29363,1.37752,1.153,1.61926,0.00761,0,0.0011719,0.0011719,0.0011719
122,3879.17,1.43053,1.30612,1.50736,0.00552,1.21644,0.57693,0.55073,0.57271,0.3435,0.55956,0.54005,0.56162,0.26996,1.34693,1.26806,1.7468,0.00757,0,0.00116778,0.00116778,0.00116778
123,3910.48,1.44607,1.33466,1.52028,0.00546,1.34409,0.65153,0.54372,0.58952,0.3442,0.63733,0.52442,0.56531,0.27538,1.38934,1.22513,1.57446,0.00777,0,0.00116365,0.00116365,0.00116365
124,3941.83,1.46371,1.33108,1.56246,0.00574,1.34287,0.55725,0.53948,0.56423,0.3236,0.54462,0.52881,0.54299,0.25122,1.41736,1.25575,1.65701,0.00796,0,0.00115952,0.00115952,0.00115952
125,3973.31,1.42241,1.28536,1.53242,0.00559,1.2602,0.53882,0.57903,0.56113,0.33431,0.53325,0.5759,0.54938,0.25461,1.39184,1.23797,1.77981,0.00774,0,0.0011554,0.0011554,0.0011554
126,4004.64,1.44883,1.32403,1.52263,0.00565,1.25565,0.59695,0.61455,0.59882,0.36748,0.59731,0.61693,0.60639,0.27783,1.39973,1.25151,1.51961,0.00789,0,0.00115127,0.00115127,0.00115127
127,4035.94,1.44205,1.29107,1.5158,0.0056,1.21619,0.5473,0.56314,0.5715,0.35169,0.53927,0.55712,0.56655,0.28827,1.35542,1.23681,1.72027,0.00757,0,0.00114715,0.00114715,0.00114715
128,4067.32,1.41045,1.28263,1.48018,0.00541,1.24882,0.64123,0.50672,0.57756,0.34926,0.64424,0.5085,0.57029,0.26466,1.37136,1.21254,1.5929,0.00755,0,0.00114302,0.00114302,0.00114302
129,4098.67,1.45318,1.32546,1.55375,0.00545,1.33589,0.60215,0.58145,0.5859,0.35713,0.57932,0.5749,0.57608,0.26473,1.37402,1.28099,1.76388,0.00765,0,0.00113889,0.00113889,0.00113889
130,4130.06,1.44871,1.27333,1.52024,0.00555,1.30905,0.52578,0.58799,0.60294,0.3593,0.52036,0.61584,0.60924,0.28826,1.35222,1.2396,1.58889,0.00744,0,0.00113477,0.00113477,0.00113477
131,4161.34,1.40885,1.24992,1.45572,0.00539,1.20563,0.54275,0.58956,0.59433,0.36347,0.54342,0.58857,0.58707,0.26765,1.36117,1.29222,1.60918,0.00755,0,0.00113064,0.00113064,0.00113064
132,4192.66,1.46535,1.33405,1.51887,0.00557,1.30528,0.59336,0.53922,0.58675,0.33908,0.61103,0.55814,0.60686,0.28462,1.40968,1.2732,1.62534,0.00788,0,0.00112652,0.00112652,0.00112652
133,4224.09,1.42173,1.26817,1.48807,0.00542,1.21269,0.64664,0.54053,0.59468,0.37088,0.63615,0.56307,0.59538,0.27041,1.35984,1.26605,1.63576,0.00761,0,0.00112239,0.00112239,0.00112239
134,4255.41,1.40836,1.25714,1.46496,0.00546,1.25243,0.60648,0.48039,0.58402,0.35741,0.54551,0.53221,0.58516,0.29099,1.32288,1.21753,1.59942,0.00738,0,0.00111827,0.00111827,0.00111827
135,4286.86,1.42632,1.29532,1.50001,0.00559,1.24819,0.67298,0.57168,0.63318,0.38795,0.67473,0.55785,0.61696,0.29295,1.37161,1.21006,1.47297,0.0077,0,0.00111414,0.00111414,0.00111414
136,4318.18,1.43685,1.28619,1.45167,0.00553,1.22686,0.51472,0.58276,0.57582,0.34948,0.51962,0.60412,0.60042,0.26957,1.38962,1.22104,1.56696,0.00817,0,0.00111001,0.00111001,0.00111001
137,4349.5,1.42245,1.2764,1.46066,0.00538,1.19881,0.54459,0.6938,0.61424,0.36625,0.54499,0.69677,0.60868,0.2925,1.42009,1.22904,1.5372,0.00813,0,0.00110589,0.00110589,0.00110589
138,4381,1.43094,1.28975,1.44704,0.00551,1.24847,0.62616,0.56747,0.61077,0.36888,0.62386,0.56569,0.60857,0.29699,1.42535,1.21689,1.72462,0.00791,0,0.00110176,0.00110176,0.00110176
139,4412.25,1.42322,1.28322,1.47369,0.00545,1.28429,0.61157,0.56188,0.58753,0.35409,0.56108,0.60887,0.58346,0.26635,1.36288,1.23176,1.72536,0.00771,0,0.00109764,0.00109764,0.00109764
140,4443.55,1.42283,1.29,1.51743,0.00564,1.26026,0.56315,0.57716,0.56727,0.34612,0.55236,0.60212,0.57495,0.27216,1.36765,1.2365,1.58595,0.0076,0,0.00109351,0.00109351,0.00109351
141,4475,1.41867,1.31276,1.5045,0.0055,1.27334,0.60453,0.57339,0.59145,0.3731,0.61394,0.57119,0.59501,0.2746,1.36504,1.20479,1.71855,0.00775,0,0.00108938,0.00108938,0.00108938
142,4506.26,1.42099,1.24284,1.45372,0.00535,1.19525,0.59248,0.61562,0.60579,0.37446,0.61361,0.60186,0.61253,0.29234,1.36169,1.20857,1.53345,0.0076,0,0.00108526,0.00108526,0.00108526
143,4537.6,1.43479,1.29121,1.48008,0.00546,1.21005,0.60094,0.56983,0.60945,0.36836,0.58992,0.57873,0.60813,0.2773,1.34941,1.20955,1.55437,0.00735,0,0.00108113,0.00108113,0.00108113
144,4568.96,1.42425,1.29126,1.47257,0.00536,1.23625,0.66117,0.5815,0.61784,0.36217,0.67084,0.59427,0.62495,0.29502,1.36952,1.16118,1.57414,0.00773,0,0.00107701,0.00107701,0.00107701
145,4600.26,1.43248,1.28372,1.44464,0.00546,1.20925,0.66224,0.52947,0.62046,0.37436,0.62075,0.56616,0.62645,0.30014,1.35078,1.12962,1.70479,0.00764,0,0.00107288,0.00107288,0.00107288
146,4631.53,1.41278,1.23847,1.44296,0.00564,1.19427,0.62965,0.58977,0.58606,0.33805,0.63342,0.59807,0.59871,0.27607,1.38267,1.19006,1.60822,0.00766,0,0.00106876,0.00106876,0.00106876
147,4662.8,1.4124,1.23763,1.47251,0.00527,1.26576,0.70626,0.56271,0.64892,0.38057,0.704,0.57161,0.64834,0.31078,1.38909,1.15815,1.61311,0.0078,0,0.00106463,0.00106463,0.00106463
148,4694.07,1.43126,1.30721,1.4623,0.00549,1.32084,0.6833,0.57088,0.63078,0.38845,0.68892,0.57667,0.62455,0.30673,1.33662,1.16463,1.54578,0.0075,0,0.0010605,0.0010605,0.0010605
149,4725.41,1.4172,1.289,1.49294,0.00541,1.28597,0.62,0.58882,0.61506,0.38076,0.66442,0.58171,0.63217,0.2997,1.35326,1.17152,1.656,0.00746,0,0.00105638,0.00105638,0.00105638
150,4756.55,1.42849,1.28244,1.48909,0.00554,1.26039,0.62584,0.60898,0.60389,0.37666,0.62628,0.61261,0.6132,0.29351,1.32877,1.12981,1.66639,0.00743,0,0.00105225,0.00105225,0.00105225
151,4787.85,1.41043,1.25918,1.48255,0.00551,1.19361,0.68432,0.5881,0.63449,0.39574,0.68602,0.5881,0.62979,0.2989,1.35039,1.15851,1.54175,0.00765,0,0.00104813,0.00104813,0.00104813
152,4819.11,1.40615,1.25522,1.45276,0.00545,1.18861,0.56894,0.58312,0.58132,0.36063,0.568,0.57517,0.59437,0.29714,1.37542,1.15359,1.64159,0.00755,0,0.001044,0.001044,0.001044
153,4850.35,1.40293,1.20902,1.42988,0.00542,1.21415,0.6868,0.56935,0.64359,0.38324,0.67127,0.57628,0.62176,0.28928,1.39112,1.22188,1.55841,0.00777,0,0.00103987,0.00103987,0.00103987
154,4881.79,1.40357,1.24253,1.44117,0.00539,1.23549,0.56836,0.59652,0.6187,0.38198,0.67663,0.50232,0.62136,0.29648,1.31802,1.18459,1.45995,0.00743,0,0.00103575,0.00103575,0.00103575
155,4912.95,1.42298,1.28962,1.50523,0.0054,1.23821,0.58647,0.55382,0.6143,0.36512,0.57735,0.55049,0.60288,0.28554,1.3505,1.19517,1.55945,0.00735,0,0.00103162,0.00103162,0.00103162
156,4944.34,1.38337,1.21443,1.49478,0.00544,1.24271,0.65486,0.57456,0.63952,0.39971,0.65998,0.58306,0.63873,0.31247,1.281,1.1659,1.48416,0.00701,0,0.0010275,0.0010275,0.0010275
157,4975.91,1.39465,1.21276,1.46572,0.00514,1.20562,0.60076,0.56723,0.61392,0.38788,0.59557,0.56368,0.61167,0.31793,1.30204,1.17538,1.59274,0.00714,0,0.00102337,0.00102337,0.00102337
158,5007.2,1.41339,1.25309,1.51977,0.00541,1.24225,0.55484,0.59877,0.57124,0.34283,0.54211,0.59521,0.56759,0.30153,1.41893,1.24846,1.80448,0.00784,0,0.00101925,0.00101925,0.00101925
159,5038.52,1.38382,1.23333,1.41138,0.00523,1.18672,0.64625,0.58772,0.63531,0.39341,0.6513,0.5866,0.63808,0.32386,1.30284,1.19219,1.60943,0.00713,0,0.00101512,0.00101512,0.00101512
160,5069.95,1.405,1.20865,1.42323,0.00528,1.23575,0.57045,0.6218,0.62228,0.38833,0.56396,0.60641,0.60036,0.30547,1.3669,1.21974,1.4922,0.00772,0,0.00101099,0.00101099,0.00101099
161,5101.28,1.38626,1.25082,1.43439,0.00534,1.19337,0.62375,0.52336,0.58574,0.35493,0.60554,0.52996,0.57756,0.27193,1.36428,1.18921,1.65143,0.00758,0,0.00100687,0.00100687,0.00100687
162,5132.66,1.38863,1.24003,1.42679,0.00541,1.25019,0.54781,0.54516,0.56046,0.34099,0.50998,0.60411,0.56191,0.28639,1.33161,1.20135,1.66414,0.00746,0,0.00100274,0.00100274,0.00100274
163,5163.91,1.40331,1.28531,1.46681,0.00544,1.19288,0.57364,0.53257,0.55892,0.33588,0.55287,0.53902,0.56007,0.2697,1.35048,1.21736,1.74504,0.00747,0,0.000998616,0.000998616,0.000998616
164,5195.19,1.39473,1.26722,1.41326,0.00534,1.20526,0.63493,0.58726,0.61922,0.38204,0.63912,0.58904,0.62645,0.32721,1.37239,1.20951,1.56236,0.00775,0,0.000994491,0.000994491,0.000994491
165,5226.52,1.39353,1.2252,1.39491,0.00521,1.12806,0.69864,0.541,0.61622,0.37934,0.70742,0.54989,0.62108,0.32068,1.34195,1.17471,1.57456,0.00744,0,0.000990365,0.000990365,0.000990365
166,5257.82,1.37351,1.22507,1.36559,0.00548,1.14321,0.59537,0.53922,0.5798,0.35754,0.56571,0.6139,0.57891,0.28298,1.34098,1.22736,1.59851,0.00736,0,0.000986239,0.000986239,0.000986239
167,5289.28,1.38433,1.26002,1.40709,0.00541,1.14024,0.57032,0.5797,0.585,0.35859,0.59945,0.59474,0.60332,0.30227,1.33146,1.1459,1.51981,0.00734,0,0.000982113,0.000982113,0.000982113
168,5320.57,1.37509,1.22923,1.39182,0.00537,1.14114,0.52995,0.58632,0.55538,0.3533,0.51309,0.59877,0.55195,0.27326,1.31712,1.18604,1.75121,0.00722,0,0.000977987,0.000977987,0.000977987
169,5351.86,1.38127,1.20052,1.44752,0.00543,1.21121,0.65974,0.5601,0.61675,0.378,0.64723,0.55476,0.60391,0.30127,1.33695,1.15911,1.49898,0.00745,0,0.000973861,0.000973861,0.000973861
170,5383.19,1.37518,1.22239,1.40173,0.00516,1.16529,0.65947,0.57077,0.62746,0.38958,0.65006,0.56235,0.61143,0.30901,1.31661,1.11865,1.47368,0.00725,0,0.000969736,0.000969736,0.000969736
171,5414.43,1.38596,1.26042,1.4231,0.00526,1.12698,0.60634,0.55643,0.61649,0.38604,0.64157,0.51645,0.60581,0.30059,1.41007,1.19775,1.60107,0.00806,0,0.00096561,0.00096561,0.00096561
172,5445.87,1.40865,1.25635,1.43599,0.00536,1.18343,0.7117,0.5166,0.62795,0.39317,0.71474,0.5177,0.62317,0.29754,1.35346,1.16845,1.49854,0.0075,0,0.000961484,0.000961484,0.000961484
173,5477.18,1.40993,1.27282,1.41882,0.00539,1.19829,0.57145,0.58454,0.60205,0.38048,0.57735,0.59404,0.59261,0.29988,1.36302,1.20907,1.56449,0.00746,0,0.000957358,0.000957358,0.000957358
174,5508.46,1.38932,1.2615,1.44187,0.0054,1.18362,0.61428,0.59819,0.6139,0.38478,0.56013,0.58799,0.59092,0.29654,1.31082,1.1582,1.64699,0.00724,0,0.000953232,0.000953232,0.000953232
175,5539.89,1.40536,1.24975,1.4078,0.00523,1.18179,0.6931,0.54325,0.60819,0.37833,0.68956,0.53837,0.59757,0.28755,1.32058,1.19196,1.52249,0.00727,0,0.000949106,0.000949106,0.000949106
176,5571.12,1.3701,1.26447,1.41671,0.00522,1.22314,0.60648,0.64127,0.64384,0.39648,0.60066,0.63359,0.63633,0.32949,1.32897,1.11259,1.53149,0.0072,0,0.000944981,0.000944981,0.000944981
177,5602.65,1.38662,1.24103,1.39691,0.00522,1.1631,0.67053,0.52842,0.63089,0.39272,0.64546,0.52023,0.60221,0.28669,1.33617,1.23831,1.58245,0.00746,0,0.000940855,0.000940855,0.000940855
178,5634.02,1.39553,1.22134,1.41799,0.00531,1.17556,0.66229,0.60618,0.61057,0.37806,0.63423,0.5763,0.58,0.2854,1.36858,1.19438,1.66126,0.00769,0,0.000936729,0.000936729,0.000936729
179,5665.42,1.38616,1.24403,1.41919,0.00533,1.22423,0.59131,0.59391,0.57685,0.36416,0.58339,0.60234,0.58694,0.29724,1.3624,1.18179,1.6829,0.00756,0,0.000932603,0.000932603,0.000932603
180,5696.82,1.39232,1.22618,1.4024,0.00528,1.20526,0.67456,0.58323,0.62201,0.3809,0.64945,0.56773,0.59702,0.29335,1.34614,1.22784,1.52925,0.0075,0,0.000928477,0.000928477,0.000928477
181,5728.17,1.37074,1.22674,1.43275,0.00521,1.14905,0.63881,0.62263,0.62677,0.37713,0.64757,0.62575,0.62692,0.3082,1.37794,1.17575,1.55575,0.0075,0,0.000924352,0.000924352,0.000924352
182,5759.59,1.37564,1.26054,1.44486,0.00516,1.23943,0.63554,0.58001,0.60868,0.36796,0.64384,0.58844,0.61683,0.3018,1.33733,1.15407,1.5328,0.00746,0,0.000920226,0.000920226,0.000920226
183,5791.03,1.37047,1.23275,1.41188,0.00521,1.17983,0.63529,0.61458,0.64832,0.39376,0.65898,0.62227,0.64533,0.31632,1.30695,1.18989,1.51272,0.00725,0,0.0009161,0.0009161,0.0009161
184,5822.42,1.41757,1.25767,1.41382,0.0054,1.23697,0.66673,0.57305,0.63565,0.37576,0.64099,0.60956,0.65324,0.33159,1.39489,1.21201,1.55604,0.00793,0,0.000911974,0.000911974,0.000911974
185,5853.84,1.37616,1.27213,1.44944,0.0052,1.17935,0.59743,0.61693,0.61236,0.36292,0.59364,0.62049,0.6108,0.30444,1.3425,1.13807,1.54872,0.00739,0,0.000907848,0.000907848,0.000907848
186,5885.28,1.36732,1.24355,1.42898,0.00508,1.19242,0.70513,0.58585,0.65076,0.39607,0.65372,0.59296,0.64565,0.33413,1.35546,1.16932,1.64723,0.0075,0,0.000903722,0.000903722,0.000903722
187,5916.67,1.39242,1.27588,1.43984,0.00532,1.17322,0.60173,0.59112,0.62026,0.38106,0.60365,0.59474,0.62376,0.30756,1.3649,1.1652,1.52864,0.00755,0,0.000899597,0.000899597,0.000899597
188,5948.06,1.38147,1.23167,1.39162,0.00508,1.18525,0.63475,0.56772,0.61812,0.38759,0.64065,0.57381,0.62634,0.30241,1.34558,1.14805,1.66241,0.00747,0,0.000895471,0.000895471,0.000895471
189,5979.34,1.37609,1.21469,1.38312,0.00527,1.17193,0.64991,0.55476,0.62513,0.38824,0.64363,0.54764,0.62223,0.29985,1.31478,1.21889,1.70451,0.00728,0,0.000891345,0.000891345,0.000891345
190,6010.74,1.37846,1.25695,1.38597,0.00508,1.12393,0.70192,0.55112,0.6416,0.39999,0.64319,0.58207,0.63864,0.31648,1.3648,1.24167,1.46137,0.00732,0,0.000887219,0.000887219,0.000887219
191,6042.25,1.3446,1.20805,1.38938,0.00505,1.15659,0.5342,0.61782,0.61561,0.38293,0.55889,0.5995,0.60707,0.30716,1.38497,1.13703,1.56177,0.00757,0,0.000883093,0.000883093,0.000883093
192,6073.49,1.35714,1.26413,1.40321,0.00546,1.20342,0.68968,0.59605,0.66216,0.41332,0.68873,0.60062,0.65876,0.33878,1.37048,1.13034,1.44084,0.00751,0,0.000878967,0.000878967,0.000878967
193,6104.94,1.35283,1.22759,1.40768,0.0053,1.20102,0.74936,0.57339,0.64744,0.40756,0.74114,0.56983,0.65017,0.31856,1.34923,1.15356,1.5577,0.00744,0,0.000874842,0.000874842,0.000874842
194,6136.32,1.35896,1.23537,1.4048,0.00506,1.21085,0.76531,0.57648,0.66367,0.40809,0.76269,0.5747,0.66077,0.3408,1.34405,1.15806,1.49862,0.00732,0,0.000870716,0.000870716,0.000870716
195,6167.7,1.36068,1.22906,1.39327,0.00515,1.184,0.59526,0.58537,0.62518,0.39395,0.59108,0.58808,0.62181,0.31368,1.32656,1.20477,1.69565,0.00737,0,0.00086659,0.00086659,0.00086659
196,6199.11,1.36146,1.25307,1.4061,0.00514,1.17895,0.72071,0.58846,0.65679,0.40763,0.69603,0.604,0.65499,0.32254,1.28622,1.15012,1.51448,0.00707,0,0.000862464,0.000862464,0.000862464
197,6230.3,1.33758,1.22221,1.35037,0.00503,1.14423,0.65389,0.5752,0.62295,0.38091,0.65069,0.57781,0.62754,0.29934,1.32738,1.18006,1.56558,0.00726,0,0.000858338,0.000858338,0.000858338
198,6261.69,1.35534,1.22013,1.38124,0.0051,1.14504,0.58948,0.59569,0.63892,0.38508,0.58927,0.60292,0.62742,0.30921,1.37204,1.19445,1.50621,0.00757,0,0.000854212,0.000854212,0.000854212
199,6293.02,1.39286,1.2409,1.41591,0.00523,1.19757,0.61686,0.60571,0.63067,0.37978,0.62595,0.60934,0.64178,0.32462,1.38344,1.15867,1.52198,0.00765,0,0.000850087,0.000850087,0.000850087
200,6324.25,1.3642,1.24118,1.40478,0.00525,1.18872,0.70765,0.60657,0.64795,0.4109,0.71244,0.59333,0.63886,0.32757,1.33169,1.16134,1.52912,0.00754,0,0.000845961,0.000845961,0.000845961
201,6355.65,1.35547,1.22793,1.38871,0.00503,1.13859,0.65501,0.60233,0.63043,0.39558,0.66243,0.60945,0.62976,0.31157,1.30775,1.15131,1.4893,0.00706,0,0.000841835,0.000841835,0.000841835
202,6386.92,1.37388,1.21381,1.35319,0.00525,1.13497,0.71823,0.5652,0.64155,0.38887,0.73051,0.56355,0.65276,0.33692,1.31607,1.1507,1.64785,0.0071,0,0.000837709,0.000837709,0.000837709
203,6418.34,1.35857,1.22333,1.37237,0.00517,1.13822,0.65601,0.60981,0.65368,0.40677,0.65074,0.60625,0.65002,0.33149,1.31241,1.18242,1.54238,0.00709,0,0.000833583,0.000833583,0.000833583
204,6449.67,1.32631,1.18271,1.33601,0.00503,1.11462,0.73308,0.58585,0.65962,0.41176,0.73164,0.58585,0.63629,0.33172,1.33542,1.20171,1.50336,0.00726,0,0.000829458,0.000829458,0.000829458
205,6480.91,1.34433,1.19497,1.38296,0.00525,1.13547,0.69639,0.56393,0.63638,0.38893,0.66465,0.5909,0.63603,0.31483,1.37492,1.18455,1.57215,0.00768,0,0.000825332,0.000825332,0.000825332
206,6512.33,1.36771,1.22287,1.34783,0.00518,1.18235,0.75695,0.51138,0.62037,0.38128,0.73276,0.49568,0.60684,0.30737,1.33299,1.12224,1.52154,0.00741,0,0.000821206,0.000821206,0.000821206
207,6543.56,1.35534,1.22579,1.33387,0.00523,1.11684,0.62635,0.60205,0.64439,0.39316,0.65245,0.59802,0.65026,0.31964,1.33906,1.16716,1.50107,0.00742,0,0.00081708,0.00081708,0.00081708
208,6574.9,1.37182,1.2261,1.38151,0.00513,1.16364,0.75404,0.57245,0.6625,0.41472,0.70634,0.57292,0.65496,0.32028,1.2932,1.20325,1.50912,0.00723,0,0.000812954,0.000812954,0.000812954
209,6606.29,1.38468,1.24531,1.38267,0.00518,1.15877,0.68377,0.55877,0.62708,0.3934,0.69936,0.57384,0.64336,0.30282,1.33018,1.25459,1.46897,0.00731,0,0.000808828,0.000808828,0.000808828
210,6637.66,1.36459,1.20007,1.3887,0.00506,1.18272,0.66957,0.56468,0.63301,0.39188,0.65845,0.5658,0.63117,0.30984,1.33024,1.17564,1.60081,0.00752,0,0.000804703,0.000804703,0.000804703
211,6669.07,1.36149,1.20255,1.35141,0.00503,1.17533,0.66916,0.60736,0.65734,0.41474,0.6559,0.59538,0.6445,0.32353,1.31289,1.15942,1.48493,0.00719,0,0.000800577,0.000800577,0.000800577
212,6700.4,1.34729,1.20971,1.35742,0.00504,1.13025,0.67642,0.54586,0.61389,0.38969,0.67572,0.55073,0.61344,0.29164,1.35907,1.20234,1.56692,0.00745,0,0.000796451,0.000796451,0.000796451
213,6731.57,1.34146,1.20891,1.32789,0.00504,1.08424,0.7145,0.56487,0.63521,0.40935,0.69694,0.56628,0.63208,0.31747,1.3423,1.17764,1.53726,0.00732,0,0.000792325,0.000792325,0.000792325
214,6763.04,1.35099,1.17778,1.3058,0.00516,1.04465,0.62154,0.66516,0.64733,0.41797,0.62068,0.65607,0.63575,0.32046,1.34259,1.1775,1.51467,0.00732,0,0.000788199,0.000788199,0.000788199
215,6794.27,1.34237,1.17539,1.35936,0.00514,1.11616,0.721,0.54185,0.63854,0.41161,0.7241,0.5461,0.63684,0.30463,1.33764,1.18398,1.60644,0.00739,0,0.000784073,0.000784073,0.000784073
216,6825.56,1.34784,1.24051,1.35433,0.00513,1.09702,0.69201,0.51474,0.61367,0.39243,0.69676,0.51895,0.61027,0.31036,1.34799,1.16512,1.61089,0.00735,0,0.000779948,0.000779948,0.000779948
217,6856.95,1.32706,1.23514,1.36501,0.00512,1.13981,0.72138,0.54927,0.64709,0.40823,0.71852,0.54749,0.64524,0.33732,1.30913,1.18459,1.58876,0.00691,0,0.000775822,0.000775822,0.000775822
218,6888.16,1.32948,1.20187,1.36555,0.00508,1.08264,0.6481,0.59763,0.64762,0.41443,0.60428,0.65382,0.63866,0.32698,1.27697,1.14153,1.58138,0.00698,0,0.000771696,0.000771696,0.000771696
219,6919.46,1.35209,1.21112,1.34438,0.00518,1.12295,0.6973,0.58799,0.65096,0.40551,0.70375,0.59819,0.66976,0.33067,1.36074,1.14746,1.48996,0.00747,0,0.00076757,0.00076757,0.00076757
220,6950.67,1.3402,1.2324,1.33607,0.00506,1.10535,0.6747,0.61159,0.65699,0.39863,0.64297,0.60317,0.64131,0.30734,1.33382,1.16182,1.46865,0.00734,0,0.000763444,0.000763444,0.000763444
221,6982.01,1.34326,1.19426,1.31785,0.00498,1.06114,0.63434,0.6144,0.65793,0.41124,0.59614,0.66141,0.65248,0.33644,1.34204,1.13791,1.42638,0.00736,0,0.000759318,0.000759318,0.000759318
222,7013.33,1.34536,1.18611,1.29821,0.0051,1.1148,0.72069,0.60545,0.65775,0.41762,0.7161,0.60189,0.64489,0.32989,1.35039,1.13992,1.45714,0.00741,0,0.000755193,0.000755193,0.000755193
223,7044.52,1.31955,1.17738,1.32481,0.00497,1.10362,0.66184,0.58778,0.64591,0.4058,0.65289,0.58087,0.6325,0.3224,1.31277,1.1033,1.45125,0.00711,0,0.000751067,0.000751067,0.000751067
224,7075.88,1.29645,1.14321,1.31949,0.00483,1.07542,0.74646,0.57948,0.64997,0.40744,0.73442,0.57161,0.63439,0.30652,1.32039,1.16377,1.43612,0.00725,0,0.000746941,0.000746941,0.000746941
225,7107.17,1.35799,1.2062,1.34663,0.0051,1.0926,0.64387,0.56365,0.63004,0.38836,0.64331,0.56141,0.63565,0.30781,1.34454,1.18901,1.48458,0.00736,0,0.000742815,0.000742815,0.000742815
226,7138.4,1.33684,1.19476,1.37496,0.00502,1.1472,0.60431,0.66639,0.66019,0.41434,0.65274,0.59249,0.64849,0.31407,1.31215,1.13576,1.45286,0.00723,0,0.000738689,0.000738689,0.000738689
227,7169.86,1.34633,1.23359,1.36187,0.00502,1.14953,0.68889,0.56758,0.63957,0.39991,0.69152,0.56936,0.63434,0.31263,1.33502,1.13687,1.54159,0.00722,0,0.000734564,0.000734564,0.000734564
228,7201.14,1.3332,1.21409,1.33738,0.00485,1.10312,0.67817,0.55434,0.62185,0.39183,0.64191,0.60044,0.61563,0.3072,1.32026,1.13238,1.61577,0.00714,0,0.000730438,0.000730438,0.000730438
229,7232.56,1.3258,1.15967,1.30202,0.00504,1.13616,0.71556,0.53831,0.63354,0.39507,0.70712,0.5438,0.63457,0.31192,1.32284,1.12318,1.5338,0.00709,0,0.000726312,0.000726312,0.000726312
230,7263.99,1.3018,1.158,1.33213,0.00489,1.1176,0.58,0.61627,0.60036,0.37965,0.57864,0.61784,0.60388,0.29807,1.34065,1.09528,1.52198,0.00716,0,0.000722186,0.000722186,0.000722186
231,7295.7,1.34192,1.20841,1.33703,0.00498,1.13947,0.65563,0.60509,0.63059,0.3978,0.643,0.63294,0.63335,0.30474,1.34063,1.16296,1.48777,0.00722,0,0.00071806,0.00071806,0.00071806
232,7328.06,1.33746,1.19101,1.36039,0.00491,1.13202,0.66691,0.57862,0.64293,0.41329,0.65976,0.58082,0.64567,0.31684,1.30301,1.16123,1.5932,0.00712,0,0.000713934,0.000713934,0.000713934
233,7360.3,1.34586,1.21534,1.3342,0.00498,1.12151,0.70221,0.60186,0.65463,0.41489,0.70561,0.60697,0.65384,0.30092,1.3262,1.18447,1.56112,0.00735,0,0.000709809,0.000709809,0.000709809
234,7393.09,1.32892,1.21557,1.31792,0.00512,1.10882,0.72568,0.56972,0.64876,0.41218,0.71047,0.56972,0.64421,0.306,1.34471,1.12341,1.53623,0.00738,0,0.000705683,0.000705683,0.000705683
235,7426.64,1.326,1.16777,1.33745,0.00494,1.10887,0.70998,0.56224,0.62465,0.39877,0.71866,0.56402,0.62651,0.30105,1.33396,1.1798,1.50221,0.00743,0,0.000701557,0.000701557,0.000701557
236,7459.47,1.31851,1.20655,1.31296,0.00502,1.08605,0.71096,0.59555,0.65073,0.41607,0.70911,0.59691,0.65516,0.32386,1.34217,1.19122,1.47138,0.00739,0,0.000697431,0.000697431,0.000697431
237,7492.4,1.31068,1.1809,1.30756,0.00493,1.06429,0.70113,0.6217,0.65789,0.42015,0.70017,0.62303,0.64761,0.31253,1.34295,1.17297,1.53656,0.00749,0,0.000693305,0.000693305,0.000693305
238,7525.19,1.30524,1.19758,1.29171,0.00487,1.07397,0.68658,0.59985,0.66157,0.41685,0.68507,0.59866,0.65565,0.31872,1.34028,1.18024,1.57355,0.00733,0,0.000689179,0.000689179,0.000689179
