epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
246,8916.88,1.31364,1.20642,1.32162,0.00492,1.13146,0.59154,0.66711,0.64327,0.4104,0.59987,0.67601,0.65867,0.31679,1.27011,1.14205,1.55236,0.00689,0,0.000656173,0.000656173,0.000656173
247,8953.45,1.32402,1.18346,1.30937,0.00504,1.11504,0.66135,0.59961,0.6275,0.39821,0.70412,0.58762,0.63941,0.30409,1.32831,1.16858,1.56359,0.00728,0,0.000652047,0.000652047,0.000652047
248,8989.93,1.33751,1.19221,1.30679,0.00498,1.09428,0.69062,0.58428,0.66621,0.4168,0.6405,0.66711,0.67172,0.3316,1.32139,1.15393,1.47265,0.00714,0,0.000647921,0.000647921,0.000647921
249,9026.41,1.30261,1.18837,1.30065,0.00505,1.05992,0.61861,0.66094,0.65883,0.41097,0.64222,0.66984,0.6525,0.32496,1.29804,1.20065,1.57403,0.00709,0,0.000643795,0.000643795,0.000643795
250,9062.88,1.31828,1.20004,1.33158,0.00495,1.14512,0.77328,0.61159,0.69395,0.42887,0.74851,0.63225,0.69988,0.34338,1.33394,1.17529,1.4442,0.00714,0,0.00063967,0.00063967,0.00063967
251,9099.57,1.31629,1.18017,1.28562,0.00486,1.06224,0.66615,0.59652,0.63754,0.40678,0.67833,0.6174,0.64564,0.30439,1.30649,1.18378,1.57296,0.00721,0,0.000635544,0.000635544,0.000635544
252,9136.04,1.30357,1.16368,1.28404,0.00498,1.07837,0.71769,0.54036,0.62881,0.39678,0.74014,0.55635,0.65489,0.3051,1.33421,1.19888,1.55124,0.00745,0,0.000631418,0.000631418,0.000631418
253,9172.38,1.29492,1.16302,1.28045,0.00477,1.04792,0.67555,0.59764,0.62471,0.3867,0.69908,0.61853,0.64185,0.29244,1.30697,1.1696,1.52882,0.00734,0,0.000627292,0.000627292,0.000627292
254,9209.03,1.29978,1.1352,1.29613,0.005,1.12298,0.55684,0.64574,0.60367,0.37648,0.64659,0.59442,0.6149,0.28352,1.29663,1.1877,1.57919,0.00716,0,0.000623166,0.000623166,0.000623166
255,9245.49,1.31088,1.20231,1.32725,0.00481,1.09569,0.64782,0.6218,0.64575,0.40436,0.68203,0.62131,0.66969,0.30827,1.31616,1.13768,1.56308,0.00733,0,0.00061904,0.00061904,0.00061904
256,9282.16,1.3122,1.19867,1.33303,0.00478,1.07623,0.61926,0.60673,0.61764,0.38893,0.64549,0.61279,0.6252,0.29491,1.27343,1.13319,1.62376,0.00711,0,0.000614915,0.000614915,0.000614915
257,9318.58,1.29768,1.15277,1.27886,0.00493,1.06268,0.67133,0.62441,0.64956,0.40191,0.68433,0.62797,0.65218,0.32008,1.29074,1.17193,1.49057,0.00708,0,0.000610789,0.000610789,0.000610789
258,9354.93,1.30953,1.12527,1.25739,0.00482,1.05495,0.64027,0.62698,0.6406,0.41372,0.66041,0.64315,0.6536,0.30784,1.31624,1.15633,1.50397,0.00725,0,0.000606663,0.000606663,0.000606663
259,9391.51,1.26588,1.12885,1.26568,0.00484,1.03922,0.72416,0.57197,0.65746,0.41709,0.72135,0.58621,0.67253,0.30947,1.29479,1.17917,1.53204,0.00724,0,0.000602537,0.000602537,0.000602537
260,9428.03,1.3117,1.16056,1.30712,0.00501,1.07641,0.62648,0.64397,0.65174,0.4109,0.66258,0.63438,0.65431,0.31819,1.29045,1.20507,1.58639,0.00701,0,0.000598411,0.000598411,0.000598411
261,9464.7,1.3138,1.15998,1.3084,0.00493,1.102,0.62474,0.59877,0.62233,0.3818,0.62942,0.61254,0.62301,0.28601,1.32961,1.19058,1.64631,0.00733,0,0.000594286,0.000594286,0.000594286
262,9501.07,1.28534,1.14328,1.26614,0.00472,1.03935,0.58497,0.64026,0.64734,0.39146,0.58665,0.64117,0.63674,0.29616,1.34285,1.19703,1.59988,0.00739,0,0.00059016,0.00059016,0.00059016
263,9537.57,1.2978,1.16506,1.28745,0.0049,1.08988,0.52645,0.66414,0.60849,0.3759,0.5257,0.6677,0.62071,0.28326,1.31595,1.16534,1.54241,0.00732,0,0.000586034,0.000586034,0.000586034
264,9574.07,1.27912,1.1449,1.28147,0.00487,1.10643,0.65067,0.61028,0.65022,0.40505,0.64482,0.64856,0.66258,0.30367,1.3094,1.17089,1.65791,0.00711,0,0.000581908,0.000581908,0.000581908
265,9610.5,1.28656,1.1434,1.2577,0.00467,1.04409,0.63452,0.66238,0.6396,0.39448,0.64799,0.64818,0.64189,0.29645,1.32239,1.18669,1.56232,0.00708,0,0.000577782,0.000577782,0.000577782
266,9646.04,1.31267,1.18006,1.30539,0.00496,1.0876,0.60338,0.65382,0.62288,0.39287,0.62099,0.67115,0.63733,0.28481,1.34266,1.18862,1.62509,0.0074,0,0.000573656,0.000573656,0.000573656
267,9681.41,1.27679,1.15917,1.27799,0.00499,1.09424,0.61445,0.64362,0.63026,0.39493,0.62279,0.6454,0.63743,0.2852,1.3325,1.19464,1.48559,0.00734,0,0.000569531,0.000569531,0.000569531
268,9716.9,1.29002,1.14311,1.28368,0.00485,1.0472,0.60599,0.66534,0.61801,0.39491,0.63834,0.64924,0.62763,0.29075,1.32396,1.1725,1.53207,0.00743,0,0.000565405,0.000565405,0.000565405
269,9752.32,1.29174,1.15854,1.25269,0.00473,1.07431,0.62843,0.66587,0.64425,0.40952,0.63233,0.66356,0.6481,0.30066,nan,nan,nan,nan,0,0.000561279,0.000561279,0.000561279
270,9787.93,1.30052,1.1649,1.28674,0.0047,1.07751,0.6005,0.66576,0.60672,0.37516,0.60596,0.6645,0.61049,0.27824,1.32032,1.19568,1.57044,0.00742,0,0.000557153,0.000557153,0.000557153
271,9823.36,1.29671,1.12933,1.27643,0.00482,1.00602,0.71494,0.59688,0.6585,0.40587,0.69518,0.59587,0.65012,0.29615,1.30323,1.18653,1.53897,0.00721,0,0.000553027,0.000553027,0.000553027
272,9858.74,1.27369,1.14443,1.24333,0.00484,1.00081,0.62002,0.64347,0.63654,0.39989,0.59709,0.64717,0.6229,0.29029,1.33302,1.17378,1.55309,0.00758,0,0.000548901,0.000548901,0.000548901
273,9894.3,1.2835,1.20426,1.29134,0.00469,1.0345,0.57123,0.64268,0.62623,0.39534,0.60279,0.62167,0.63123,0.2881,1.28828,1.18098,1.5731,0.00716,0,0.000544776,0.000544776,0.000544776
274,9929.81,1.30154,1.17716,1.2919,0.00493,1.07623,0.64411,0.67292,0.67709,0.41452,0.66897,0.66763,0.68068,0.3218,1.28442,1.12984,1.49886,0.00726,0,0.00054065,0.00054065,0.00054065
275,9965.41,1.27422,1.16348,1.29602,0.00471,1.03439,0.60252,0.69635,0.63264,0.39218,0.601,0.69665,0.63579,0.30752,nan,nan,nan,nan,0,0.000536524,0.000536524,0.000536524
276,10000.9,1.30704,1.16532,1.31952,0.00484,1.07555,0.60504,0.66886,0.64584,0.40407,0.6085,0.67242,0.65481,0.30469,nan,nan,nan,nan,0,0.000532398,0.000532398,0.000532398
277,10036.4,1.30194,1.17184,1.31502,0.00488,1.07076,0.56641,0.63343,0.61389,0.39026,0.57782,0.65505,0.62452,0.29252,1.30512,1.20122,1.62753,0.0072,0,0.000528272,0.000528272,0.000528272
278,10072,1.31499,1.15789,1.29237,0.00493,1.06938,0.61931,0.62657,0.63463,0.39577,0.63986,0.64103,0.64417,0.2947,1.27986,1.18503,1.54757,0.00693,0,0.000524146,0.000524146,0.000524146
279,10107.5,1.25984,1.12219,1.24303,0.00479,1.02359,0.59582,0.70292,0.65909,0.40443,0.62528,0.72227,0.66155,0.30011,1.29643,1.15297,1.51807,0.00714,0,0.000520021,0.000520021,0.000520021
280,10143.1,1.29329,1.141,1.29716,0.005,1.14715,0.58456,0.69689,0.63667,0.40051,0.57428,0.68721,0.63087,0.288,1.28782,1.15696,1.55112,0.00712,0,0.000515895,0.000515895,0.000515895
281,10178.5,1.29082,1.17891,1.29619,0.00463,1.07269,0.64492,0.65336,0.65062,0.41298,0.65569,0.67115,0.65322,0.30534,1.26898,1.19115,1.49286,0.00704,0,0.000511769,0.000511769,0.000511769
282,10214.1,1.26847,1.1144,1.24102,0.00466,1.01019,0.60316,0.70236,0.63751,0.40392,0.61955,0.72442,0.65665,0.30566,1.2939,1.14355,1.56891,0.00722,0,0.000507643,0.000507643,0.000507643
283,10249.6,1.26799,1.15725,1.25231,0.00476,1.03778,0.6068,0.68669,0.6507,0.40525,0.63037,0.68407,0.65386,0.29433,1.31254,1.18368,1.5378,0.0073,0,0.000503517,0.000503517,0.000503517
284,10285.1,1.27629,1.16539,1.23016,0.00481,0.96984,0.57115,0.68329,0.6376,0.40102,0.59946,0.68538,0.6487,0.30216,1.29376,1.14533,1.53654,0.00714,0,0.000499392,0.000499392,0.000499392
285,10320.8,1.29553,1.17959,1.30355,0.00491,1.07277,0.66571,0.63016,0.65224,0.41338,0.68978,0.66225,0.66113,0.31456,1.27247,1.16775,1.56687,0.00692,0,0.000495266,0.000495266,0.000495266
286,10356.3,1.28797,1.15322,1.26018,0.00489,1.03752,0.66526,0.66403,0.64956,0.40482,0.67268,0.67115,0.65875,0.3056,1.29021,1.16212,1.51322,0.007,0,0.00049114,0.00049114,0.00049114
287,10391.9,1.25519,1.10158,1.20859,0.00486,1.00805,0.64307,0.6218,0.64691,0.40504,0.62796,0.63132,0.6426,0.30083,1.27266,1.15634,1.53351,0.00688,0,0.000487014,0.000487014,0.000487014
288,10427.3,1.25595,1.11775,1.24468,0.00481,1.02444,0.63287,0.6359,0.66658,0.41553,0.62721,0.62946,0.65763,0.30595,1.29451,1.19068,1.54287,0.00713,0,0.000482888,0.000482888,0.000482888
289,10462.9,1.28164,1.17485,1.22583,0.00468,1.01165,0.59811,0.63634,0.6368,0.408,0.60214,0.6386,0.64934,0.30374,1.28869,1.15428,1.57621,0.00718,0,0.000478762,0.000478762,0.000478762
290,10498.2,1.28421,1.16304,1.26743,0.00487,1.02021,0.6334,0.61609,0.63761,0.40217,0.63922,0.62677,0.64373,0.31038,1.26469,1.18352,1.51887,0.00692,0,0.000474637,0.000474637,0.000474637
291,10533.7,1.27511,1.17546,1.26447,0.00478,1.05767,0.59101,0.65305,0.62464,0.39544,0.59683,0.66021,0.63461,0.29897,1.26723,1.1188,1.53946,0.00698,0,0.000470511,0.000470511,0.000470511
292,10569.3,1.29997,1.19853,1.29409,0.00479,1.05811,0.61996,0.66544,0.60913,0.38395,0.63161,0.67434,0.62436,0.28616,1.25438,1.21441,1.55838,0.00689,0,0.000466385,0.000466385,0.000466385
293,10604.8,1.26492,1.12256,1.25035,0.00457,1.08797,0.62202,0.60934,0.60524,0.38308,0.54762,0.68146,0.60948,0.28229,1.2527,1.1783,1.57746,0.00678,0,0.000462259,0.000462259,0.000462259
294,10640.4,1.28079,1.1728,1.29053,0.00481,1.03333,0.60738,0.65916,0.63158,0.39399,0.60722,0.68748,0.63797,0.2932,1.27617,1.15794,1.56597,0.00703,0,0.000458133,0.000458133,0.000458133
295,10675.8,1.27751,1.14521,1.28345,0.00464,1.05811,0.64418,0.67732,0.66628,0.4138,0.64558,0.67423,0.66826,0.32308,1.27408,1.16003,1.5193,0.00692,0,0.000454007,0.000454007,0.000454007
296,10711.4,1.26728,1.15494,1.26805,0.00473,0.98575,0.64862,0.68655,0.6514,0.40443,0.64825,0.68716,0.64692,0.30541,1.27732,1.1944,1.50993,0.00694,0,0.000449882,0.000449882,0.000449882
297,10746.8,1.27905,1.13138,1.27206,0.00471,1.05923,0.62047,0.68294,0.65203,0.4095,0.6263,0.68966,0.65394,0.29669,1.28184,1.21056,1.54955,0.00696,0,0.000445756,0.000445756,0.000445756
298,10782.3,1.24203,1.11922,1.21441,0.0046,0.99235,0.64821,0.62348,0.64831,0.41171,0.64761,0.62177,0.64402,0.3028,1.26892,1.18446,1.49525,0.00696,0,0.00044163,0.00044163,0.00044163
299,10817.8,1.26589,1.1191,1.24395,0.00466,1.03857,0.63913,0.61095,0.61772,0.3958,0.63947,0.6137,0.62293,0.29497,1.31348,1.17955,1.6157,0.00735,0,0.000437504,0.000437504,0.000437504
300,10853.3,1.24607,1.12039,1.24665,0.00468,1.05877,0.61923,0.63956,0.63718,0.4019,0.61469,0.63943,0.6407,0.29833,1.27415,1.19498,1.51938,0.00705,0,0.000433378,0.000433378,0.000433378
301,10888.8,1.26099,1.13016,1.22831,0.00456,1.0396,0.68747,0.58917,0.64575,0.41398,0.70793,0.59961,0.64807,0.30191,1.28121,1.20763,1.50439,0.00699,0,0.000429253,0.000429253,0.000429253
302,10924.2,1.27278,1.13842,1.27041,0.00475,1.0456,0.72184,0.58359,0.66599,0.41672,0.68349,0.61501,0.66751,0.30937,1.31304,1.20136,1.45445,0.00725,0,0.000425127,0.000425127,0.000425127
303,10959.7,1.26643,1.12011,1.24189,0.00467,1.02718,0.57206,0.6424,0.62164,0.39678,0.57859,0.64952,0.6219,0.2923,1.31303,1.21628,1.61949,0.00722,0,0.000421001,0.000421001,0.000421001
304,10995.1,1.2989,1.17383,1.28569,0.00477,1.01831,0.65402,0.61384,0.63625,0.40921,0.65223,0.62045,0.63843,0.30389,1.2791,1.18203,1.51335,0.00703,0,0.000416875,0.000416875,0.000416875
305,11030.6,1.25672,1.11986,1.22852,0.00477,0.98145,0.63869,0.63959,0.64375,0.40752,0.6518,0.65204,0.6525,0.29784,1.25883,1.16702,1.52187,0.00705,0,0.000412749,0.000412749,0.000412749
306,11066.2,1.28214,1.11283,1.23788,0.00484,0.99641,0.64704,0.663,0.64114,0.40477,0.64515,0.66272,0.62432,0.29957,1.28801,1.16039,1.47701,0.00721,0,0.000408623,0.000408623,0.000408623
307,11101.6,1.28155,1.19157,1.25623,0.00468,1.0322,0.62041,0.63569,0.6473,0.40134,0.63257,0.64814,0.65285,0.2978,1.2931,1.15574,1.49943,0.00709,0,0.000404498,0.000404498,0.000404498
308,11137,1.24514,1.10885,1.23661,0.00458,1.02683,0.65197,0.65101,0.64829,0.40084,0.65313,0.65497,0.64264,0.30327,1.28079,1.1602,1.54921,0.00704,0,0.000400372,0.000400372,0.000400372
309,11172.4,1.252,1.12386,1.21493,0.00478,1.05511,0.6071,0.65608,0.65168,0.41197,0.61852,0.66806,0.65007,0.30209,1.28908,1.15653,1.54046,0.00713,0,0.000396246,0.000396246,0.000396246
310,11208.1,1.25966,1.12555,1.21277,0.00454,1.0143,0.6574,0.64565,0.64085,0.3999,0.66269,0.65245,0.64854,0.29132,1.2887,1.19216,1.51356,0.00718,0,0.00039212,0.00039212,0.00039212
311,11243.5,1.2597,1.11833,1.23787,0.00476,1.04691,0.65307,0.58359,0.64,0.40037,0.65455,0.61416,0.64976,0.30363,1.28596,1.20876,1.52069,0.00716,0,0.000387994,0.000387994,0.000387994
312,11279,1.28361,1.17462,1.22331,0.00468,1.0182,0.61868,0.64385,0.63122,0.40118,0.62219,0.66722,0.61818,0.28956,1.29503,1.18737,1.50989,0.00711,0,0.000383868,0.000383868,0.000383868
313,11314.6,1.24899,1.12986,1.23406,0.00471,1.02646,0.63084,0.62597,0.64029,0.40947,0.65316,0.6248,0.64497,0.29733,1.27483,1.14542,1.50493,0.00701,0,0.000379743,0.000379743,0.000379743
314,11350.1,1.27161,1.15203,1.24528,0.00474,0.95927,0.65438,0.61337,0.63675,0.39978,0.66792,0.62357,0.64567,0.29429,1.28856,1.14888,1.51854,0.00713,0,0.000375617,0.000375617,0.000375617
315,11386,1.26183,1.14523,1.23463,0.00466,1.01029,0.61446,0.65631,0.64568,0.40643,0.62025,0.66598,0.65136,0.29967,1.30287,1.18194,1.49456,0.00721,0,0.000371491,0.000371491,0.000371491
316,11421.5,1.22936,1.09144,1.20955,0.00471,0.98874,0.6244,0.6747,0.64251,0.4039,0.6306,0.68182,0.65615,0.30028,1.28817,1.15857,1.5501,0.00711,0,0.000367365,0.000367365,0.000367365
317,11457.1,1.26022,1.13427,1.24539,0.00468,0.98907,0.65504,0.64925,0.65058,0.40875,0.65082,0.66047,0.65214,0.30083,1.29656,1.15802,1.48581,0.00715,0,0.000363239,0.000363239,0.000363239
318,11492.6,1.20582,1.06741,1.1658,0.00452,0.94964,0.638,0.64493,0.65721,0.41022,0.64058,0.6556,0.65469,0.29987,1.28883,1.1946,1.50126,0.00718,0,0.000359113,0.000359113,0.000359113
319,11528.1,1.26965,1.16034,1.23811,0.00469,0.98838,0.63081,0.61206,0.62717,0.39689,0.6323,0.61918,0.63646,0.28472,1.27391,1.16884,1.54507,0.00709,0,0.000354988,0.000354988,0.000354988
320,11563.7,1.26931,1.10687,1.23801,0.00465,0.9821,0.65887,0.57386,0.63465,0.40276,0.63714,0.61068,0.63603,0.28195,1.27984,1.19954,1.47763,0.00713,0,0.000350862,0.000350862,0.000350862
321,11599.2,1.23164,1.08714,1.17247,0.00445,0.95852,0.68343,0.61824,0.65981,0.41898,0.74863,0.60862,0.6676,0.2956,1.27094,1.12838,1.48106,0.00704,0,0.000346736,0.000346736,0.000346736
322,11634.6,1.23245,1.11444,1.18817,0.00469,1.0072,0.63254,0.63069,0.64189,0.41135,0.63934,0.63781,0.65588,0.29634,1.26232,1.15555,1.51811,0.00686,0,0.00034261,0.00034261,0.00034261
323,11670.1,1.2422,1.15022,1.21971,0.00447,0.99776,0.65175,0.60578,0.64453,0.40883,0.65179,0.61531,0.64328,0.29176,1.26969,1.15397,1.47719,0.00698,0,0.000338484,0.000338484,0.000338484
324,11705.7,1.24843,1.11647,1.18423,0.00467,0.98297,0.61126,0.62846,0.63561,0.40866,0.61544,0.63923,0.64903,0.29431,1.2753,1.15816,1.50553,0.00702,0,0.000334359,0.000334359,0.000334359
325,11741.1,1.25091,1.12246,1.2072,0.00465,1.0249,0.59348,0.66078,0.63787,0.40966,0.62758,0.66225,0.64722,0.29425,1.27569,1.15182,1.49439,0.00691,0,0.000330233,0.000330233,0.000330233
326,11776.7,1.22849,1.10032,1.21987,0.0046,1.01077,0.69683,0.62761,0.63621,0.39724,0.68516,0.61918,0.62614,0.28258,1.27595,1.17332,1.50841,0.00693,0,0.000326107,0.000326107,0.000326107
327,11812.2,1.22815,1.08636,1.19141,0.00466,0.97391,0.63532,0.65382,0.64576,0.40623,0.63054,0.65679,0.6283,0.2857,1.27825,1.17041,1.50787,0.00703,0,0.000321981,0.000321981,0.000321981
328,11847.7,1.25198,1.1412,1.19396,0.00444,0.99261,0.63954,0.62775,0.62761,0.40099,0.63346,0.62191,0.61248,0.27734,1.25933,1.17729,1.59856,0.00701,0,0.000317855,0.000317855,0.000317855
329,11883.2,1.25295,1.11712,1.21473,0.00461,0.97205,0.62846,0.66959,0.64687,0.41082,0.62701,0.64456,0.6308,0.30045,1.26643,1.15947,1.52355,0.00687,0,0.000313729,0.000313729,0.000313729
330,11918.6,1.23631,1.11844,1.20357,0.00457,0.96544,0.61898,0.64717,0.62849,0.40087,0.64383,0.61043,0.61411,0.29354,1.26327,1.14506,1.56566,0.00687,0,0.000309604,0.000309604,0.000309604
331,11954.2,1.22855,1.09589,1.19939,0.00459,1.02047,0.5935,0.62238,0.61432,0.39188,0.59912,0.62808,0.60509,0.28349,1.29694,1.14349,1.5157,0.00713,0,0.000305478,0.000305478,0.000305478
332,11989.7,1.2701,1.112,1.22173,0.0047,1.02232,0.66853,0.62986,0.64849,0.40376,0.65858,0.62321,0.61118,0.28372,1.28565,1.15814,1.49226,0.00705,0,0.000301352,0.000301352,0.000301352
333,12025.3,1.25647,1.13363,1.22032,0.0047,0.9743,0.70476,0.63294,0.66397,0.41532,0.69081,0.62143,0.62793,0.29485,1.27891,1.13812,1.50741,0.00707,0,0.000297226,0.000297226,0.000297226
334,12060.9,1.25446,1.10145,1.19712,0.00469,1.01647,0.7069,0.61693,0.66447,0.41632,0.68814,0.60008,0.63102,0.29844,1.28,1.15455,1.49192,0.0071,0,0.0002931,0.0002931,0.0002931
335,12096.4,1.25779,1.14028,1.23889,0.00486,1.00618,0.61444,0.68373,0.6367,0.39844,0.59997,0.66806,0.60679,0.28249,1.27507,1.15369,1.48699,0.00703,0,0.000288974,0.000288974,0.000288974
336,12132,1.2364,1.0821,1.17136,0.00459,0.94187,0.65861,0.6556,0.64291,0.40307,0.67745,0.67518,0.65319,0.29974,1.27254,1.14761,1.46531,0.00694,0,0.000284849,0.000284849,0.000284849
337,12167.4,1.23463,1.11346,1.18581,0.00459,0.9959,0.65185,0.65299,0.64734,0.40401,0.6657,0.66942,0.65371,0.29664,1.27389,1.15228,1.47997,0.00695,0,0.000280723,0.000280723,0.000280723
338,12203,1.25525,1.10452,1.23067,0.00484,1.0038,0.65961,0.63959,0.63104,0.3919,0.64886,0.63675,0.60992,0.27915,1.27161,1.13647,1.5307,0.00685,0,0.000276597,0.000276597,0.000276597
339,12238.6,1.22906,1.10949,1.19953,0.0046,0.98591,0.65644,0.63446,0.64433,0.39997,0.67316,0.65157,0.65429,0.29594,1.27419,1.14928,1.48306,0.00697,0,0.000272471,0.000272471,0.000272471
340,12274.3,1.25826,1.13809,1.24303,0.00466,0.98917,0.64664,0.6645,0.66109,0.41608,0.64941,0.66914,0.64556,0.30086,1.26265,1.14598,1.51537,0.00693,0,0.000268345,0.000268345,0.000268345
341,12309.7,1.23416,1.09336,1.18561,0.00456,0.99297,0.59618,0.67162,0.65436,0.41036,0.59367,0.66853,0.63483,0.29462,1.26004,1.13862,1.51018,0.00685,0,0.00026422,0.00026422,0.00026422
342,12345.2,1.23869,1.1053,1.1884,0.00455,0.94255,0.66144,0.61562,0.65905,0.4105,0.65775,0.61254,0.63669,0.29284,1.28253,1.15452,1.47788,0.00702,0,0.000260094,0.000260094,0.000260094
343,12380.8,1.23954,1.09721,1.20227,0.00463,0.96314,0.62314,0.63528,0.64164,0.40421,0.61249,0.6645,0.62156,0.28544,1.27911,1.17674,1.49179,0.00697,0,0.000255968,0.000255968,0.000255968
344,12416.2,1.22912,1.08505,1.19231,0.00444,0.96414,0.62578,0.61898,0.64851,0.4089,0.55503,0.69062,0.61849,0.29166,1.27311,1.18897,1.55149,0.00692,0,0.000251842,0.000251842,0.000251842
345,12452,1.24617,1.11322,1.21686,0.00469,1.01316,0.57842,0.68055,0.62941,0.39563,0.5745,0.67611,0.60231,0.29676,1.29696,1.17477,1.47838,0.00709,0,0.000247716,0.000247716,0.000247716
346,12487.4,1.25652,1.12913,1.22213,0.00477,0.99473,0.64239,0.60233,0.64416,0.40715,0.60644,0.62546,0.6203,0.29937,1.28094,1.17622,1.48828,0.00701,0,0.00024359,0.00024359,0.00024359
347,12523.1,1.25071,1.1071,1.19652,0.00452,0.97747,0.62837,0.59871,0.63028,0.40152,0.6487,0.61976,0.63326,0.31025,1.27096,1.12387,1.49711,0.00701,0,0.000239465,0.000239465,0.000239465
348,12558.5,1.24015,1.10796,1.18411,0.00465,0.95445,0.6281,0.63171,0.6427,0.40701,0.60788,0.65252,0.64499,0.3084,1.30609,1.1256,1.46066,0.0072,0,0.000235339,0.000235339,0.000235339
349,12594.1,1.25679,1.12584,1.2219,0.00466,1.0384,0.59952,0.63875,0.62014,0.38986,0.59583,0.64053,0.61794,0.28726,1.29979,1.17356,1.49827,0.00719,0,0.000231213,0.000231213,0.000231213
350,12629.6,1.23951,1.11101,1.18603,0.0045,0.98707,0.66216,0.63863,0.65621,0.40235,0.65769,0.63376,0.64675,0.30575,1.28761,1.15217,1.4117,0.00716,0,0.000227087,0.000227087,0.000227087
