epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
121,4424.19,1.43677,1.28206,1.55351,0.00549,1.26703,0.55718,0.61965,0.59354,0.33751,0.56807,0.61301,0.58146,0.27088,1.36045,1.21474,1.60259,0.00763,0,0.0011719,0.0011719,0.0011719
122,4459.7,1.44204,1.30046,1.53337,0.00555,1.17542,0.63601,0.59391,0.62199,0.37026,0.64915,0.61835,0.63613,0.27959,1.41194,1.17705,1.58549,0.00783,0,0.00116778,0.00116778,0.00116778
123,4495.3,1.43577,1.30188,1.49232,0.00541,1.27018,0.61249,0.55701,0.60549,0.36506,0.58657,0.59033,0.6017,0.29419,1.39404,1.19889,1.75066,0.00775,0,0.00116365,0.00116365,0.00116365
124,4530.87,1.42205,1.31158,1.51974,0.00552,1.25982,0.71938,0.5538,0.65954,0.38358,0.73619,0.54962,0.64093,0.29786,1.36534,1.22429,1.53134,0.00761,0,0.00115952,0.00115952,0.00115952
125,4566.49,1.41703,1.26567,1.48201,0.00552,1.24274,0.58767,0.59961,0.60212,0.36366,0.58966,0.60447,0.61369,0.2981,1.40741,1.23898,1.6182,0.00784,0,0.0011554,0.0011554,0.0011554
126,4602.11,1.43234,1.31745,1.50939,0.00554,1.26539,0.51281,0.54103,0.55783,0.33694,0.59232,0.49259,0.56541,0.27591,1.35871,1.19252,1.71074,0.00757,0,0.00115127,0.00115127,0.00115127
127,4637.62,1.47608,1.28702,1.51439,0.00572,1.20801,0.63042,0.54267,0.57532,0.34914,0.5606,0.58876,0.56945,0.28252,1.40288,1.22672,1.63414,0.00813,0,0.00114715,0.00114715,0.00114715
128,4673.26,1.40561,1.28448,1.49446,0.00544,1.26702,0.51645,0.60849,0.52978,0.3283,0.50359,0.6016,0.51256,0.23563,1.36285,1.28392,1.71255,0.00767,0,0.00114302,0.00114302,0.00114302
129,4708.84,1.47168,1.33852,1.53293,0.00553,1.3052,0.5306,0.58062,0.56355,0.34605,0.55169,0.60102,0.58379,0.24661,1.39215,1.31323,1.76278,0.00787,0,0.00113889,0.00113889,0.00113889
130,4744.58,1.45389,1.26718,1.48505,0.00553,1.28262,0.61257,0.63378,0.63862,0.38503,0.61132,0.632,0.63081,0.30642,1.37841,1.22205,1.52414,0.00772,0,0.00113477,0.00113477,0.00113477
131,4780.23,1.43733,1.24894,1.47964,0.0055,1.25057,0.59742,0.6365,0.61624,0.36503,0.5938,0.63294,0.61598,0.30078,1.37513,1.20187,1.60326,0.0076,0,0.00113064,0.00113064,0.00113064
132,4816.01,1.47168,1.33887,1.50872,0.00567,1.2915,0.69722,0.62356,0.63801,0.38573,0.69657,0.61699,0.63978,0.29433,1.35588,1.2188,1.57725,0.00746,0,0.00112652,0.00112652,0.00112652
133,4851.63,1.43043,1.26235,1.49863,0.00543,1.24743,0.58599,0.59841,0.58178,0.3518,0.5926,0.61935,0.58718,0.27102,1.39926,1.27875,1.67278,0.00784,0,0.00112239,0.00112239,0.00112239
134,4887.44,1.4011,1.24454,1.45886,0.00541,1.24249,0.68862,0.59282,0.63867,0.381,0.6628,0.60814,0.64506,0.29853,1.36669,1.22918,1.5976,0.00743,0,0.00111827,0.00111827,0.00111827
135,4923.12,1.40843,1.28841,1.49016,0.00556,1.26906,0.63552,0.55729,0.60159,0.34297,0.64088,0.56102,0.61395,0.27776,1.37789,1.27713,1.59817,0.00753,0,0.00111414,0.00111414,0.00111414
136,4958.69,1.43064,1.28295,1.43981,0.00553,1.25857,0.6267,0.58003,0.57488,0.33753,0.63159,0.57339,0.58106,0.27977,1.36936,1.19024,1.67854,0.00783,0,0.00111001,0.00111001,0.00111001
137,4994.33,1.41625,1.27602,1.45174,0.00538,1.25033,0.62769,0.61693,0.60862,0.36309,0.62024,0.61842,0.60215,0.28509,1.38917,1.20155,1.62304,0.00785,0,0.00110589,0.00110589,0.00110589
138,5029.91,1.44426,1.29361,1.46061,0.00563,1.31209,0.60355,0.58312,0.60704,0.3561,0.61188,0.5849,0.60633,0.28454,1.40169,1.23643,1.73965,0.00772,0,0.00110176,0.00110176,0.00110176
139,5065.57,1.41675,1.27899,1.49002,0.0054,1.28245,0.46075,0.54764,0.46993,0.28773,0.47443,0.56319,0.48664,0.21023,1.36106,1.2993,1.92465,0.00768,0,0.00109764,0.00109764,0.00109764
140,5101.16,1.4165,1.28696,1.55924,0.00564,1.29479,0.61845,0.58622,0.60266,0.3708,0.61759,0.58893,0.60049,0.29259,1.39612,1.28825,1.64272,0.00758,0,0.00109351,0.00109351,0.00109351
141,5136.84,1.44166,1.32308,1.53156,0.00564,1.28281,0.50592,0.60055,0.54236,0.30763,0.5325,0.55675,0.5329,0.22049,nan,nan,nan,nan,0,0.00108938,0.00108938,0.00108938
142,5172.46,1.43227,1.25966,1.46926,0.00542,1.23707,0.70675,0.5641,0.63322,0.38007,0.68249,0.55204,0.60905,0.29808,1.40707,1.2224,1.57078,0.00759,0,0.00108526,0.00108526,0.00108526
143,5208.1,1.45806,1.30932,1.50278,0.0056,1.24031,0.65008,0.57245,0.57374,0.34333,0.64858,0.56713,0.57418,0.30245,1.40308,1.28184,1.71379,0.00777,0,0.00108113,0.00108113,0.00108113
144,5243.73,1.41742,1.30402,1.48511,0.00539,1.28429,0.64911,0.58726,0.60368,0.36571,0.64758,0.55238,0.58659,0.28734,1.40433,1.18477,1.56521,0.0079,0,0.00107701,0.00107701,0.00107701
145,5279.32,1.42054,1.30162,1.49118,0.00543,1.27845,0.57529,0.5585,0.56025,0.34541,0.55183,0.5646,0.55498,0.26666,1.35286,1.15005,1.59222,0.00734,0,0.00107288,0.00107288,0.00107288
146,5315.05,1.42148,1.25151,1.44405,0.00569,1.24223,0.62031,0.59391,0.60734,0.37772,0.62611,0.60458,0.60381,0.29835,1.35347,1.1692,1.56712,0.00731,0,0.00106876,0.00106876,0.00106876
147,5350.76,1.42046,1.25258,1.45984,0.0053,1.27051,0.67291,0.59296,0.63964,0.39962,0.68019,0.57873,0.62656,0.29361,1.37788,1.20566,1.63791,0.00742,0,0.00106463,0.00106463,0.00106463
148,5386.57,1.42129,1.29815,1.45356,0.00541,1.24486,0.59434,0.66583,0.62598,0.37846,0.59503,0.66871,0.61143,0.3003,1.3852,1.16422,1.61875,0.0078,0,0.0010605,0.0010605,0.0010605
149,5422.05,1.42596,1.29195,1.47864,0.00547,1.29873,0.53672,0.63643,0.58858,0.36045,0.5456,0.63762,0.60133,0.30333,1.37266,1.20038,1.60091,0.00767,0,0.00105638,0.00105638,0.00105638
150,5457.53,1.43959,1.29156,1.48504,0.0056,1.25519,0.58916,0.60328,0.60195,0.34916,0.64048,0.61704,0.63189,0.29423,1.41819,1.22408,1.69572,0.00782,0,0.00105225,0.00105225,0.00105225
151,5493,1.41538,1.24478,1.46445,0.0055,1.21809,0.61647,0.60233,0.61493,0.35905,0.64226,0.61965,0.62587,0.27575,1.41601,1.17698,1.49663,0.00773,0,0.00104813,0.00104813,0.00104813
152,5528.53,1.41403,1.23055,1.45364,0.00551,1.17725,0.63282,0.59558,0.58624,0.35196,0.63104,0.60803,0.59624,0.2872,1.44607,1.22598,1.61642,0.00797,0,0.001044,0.001044,0.001044
153,5564.12,1.39283,1.23288,1.43875,0.00541,1.20472,0.55924,0.62677,0.60781,0.36541,0.55361,0.6219,0.58904,0.28841,1.41074,1.31612,1.60279,0.00771,0,0.00103987,0.00103987,0.00103987
154,5599.66,1.38499,1.24655,1.47235,0.00531,1.26624,0.5803,0.56456,0.58406,0.35919,0.60249,0.58853,0.61058,0.2735,1.3959,1.20222,1.52477,0.00776,0,0.00103575,0.00103575,0.00103575
155,5635.17,1.39619,1.27404,1.4984,0.00529,1.2275,0.60378,0.58134,0.61647,0.37749,0.59209,0.59694,0.61922,0.29385,1.35233,1.17203,1.56331,0.00769,0,0.00103162,0.00103162,0.00103162
156,5670.69,1.38231,1.20192,1.45217,0.00542,1.20393,0.60952,0.58533,0.60666,0.38433,0.6214,0.59692,0.60521,0.30452,1.34143,1.23374,1.52555,0.0074,0,0.0010275,0.0010275,0.0010275
157,5706.3,1.39212,1.21965,1.48056,0.00519,1.21829,0.67922,0.50505,0.58601,0.36128,0.70492,0.52415,0.59707,0.28457,1.37065,1.22804,1.59504,0.0077,0,0.00102337,0.00102337,0.00102337
158,5741.82,1.39458,1.25239,1.47205,0.00537,1.19989,0.66553,0.57021,0.61067,0.38539,0.61235,0.58679,0.5985,0.29543,1.2989,1.18749,1.56579,0.00717,0,0.00101925,0.00101925,0.00101925
159,5777.3,1.37742,1.25092,1.44875,0.00524,1.21938,0.59759,0.64801,0.65126,0.40066,0.67142,0.5643,0.64296,0.3219,1.3152,1.1839,1.58645,0.00745,0,0.00101512,0.00101512,0.00101512
160,5813.08,1.40041,1.22843,1.44864,0.00524,1.24995,0.65178,0.56271,0.62934,0.38425,0.66883,0.58239,0.62916,0.3126,1.38956,1.21234,1.52676,0.00797,0,0.00101099,0.00101099,0.00101099
161,5848.57,1.39496,1.26769,1.43036,0.00536,1.20755,0.56461,0.65382,0.61617,0.37751,0.57402,0.64315,0.60509,0.27035,1.3626,1.22409,1.56335,0.00772,0,0.00100687,0.00100687,0.00100687
162,5884.22,1.38935,1.25168,1.47292,0.00538,1.28276,0.65053,0.5975,0.61362,0.36931,0.67385,0.59521,0.61628,0.28873,1.32551,1.20526,1.50826,0.00749,0,0.00100274,0.00100274,0.00100274
163,5919.75,1.41417,1.28548,1.47325,0.00552,1.21097,0.61959,0.63698,0.6481,0.40059,0.61929,0.63672,0.64632,0.34429,1.35065,1.2049,1.5888,0.00745,0,0.000998616,0.000998616,0.000998616
164,5955.47,1.39638,1.25077,1.43536,0.00537,1.15898,0.58019,0.69142,0.64765,0.40779,0.58971,0.70404,0.65251,0.32707,1.34129,1.15818,1.5843,0.0073,0,0.000994491,0.000994491,0.000994491
165,5990.93,1.37526,1.22018,1.40107,0.0051,1.12248,0.58838,0.60803,0.60508,0.36548,0.59862,0.62227,0.61105,0.29601,1.37719,1.21222,1.57388,0.00758,0,0.000990365,0.000990365,0.000990365
166,6026.46,1.36101,1.22987,1.39316,0.00549,1.15116,0.59999,0.5691,0.59743,0.36536,0.53619,0.66461,0.59709,0.27362,1.34702,1.21649,1.53364,0.00746,0,0.000986239,0.000986239,0.000986239
167,6062.08,1.37661,1.25472,1.43851,0.00539,1.17891,0.64009,0.67329,0.64846,0.39352,0.64262,0.66486,0.63689,0.309,1.34021,1.12622,1.57505,0.00741,0,0.000982113,0.000982113,0.000982113
168,6097.54,1.36901,1.24159,1.40082,0.00535,1.14707,0.59083,0.58905,0.55984,0.34478,0.57916,0.58632,0.54938,0.25391,1.33487,1.21367,1.9201,0.00732,0,0.000977987,0.000977987,0.000977987
169,6133.27,1.35498,1.20585,1.44976,0.00532,1.16754,0.57701,0.66,0.62841,0.38738,0.56589,0.64801,0.61862,0.30788,1.31546,1.20649,1.55195,0.00731,0,0.000973861,0.000973861,0.000973861
170,6168.77,1.37818,1.23234,1.42461,0.00521,1.21282,0.54028,0.62266,0.5934,0.3699,0.51404,0.67596,0.58236,0.28513,1.3173,1.17558,1.59229,0.00724,0,0.000969736,0.000969736,0.000969736
171,6204.42,1.38267,1.25872,1.45493,0.00528,1.19908,0.5778,0.64351,0.6208,0.38534,0.57247,0.64158,0.61428,0.29216,1.31661,1.16891,1.58289,0.00737,0,0.00096561,0.00096561,0.00096561
172,6240.05,1.41762,1.26144,1.46713,0.00539,1.24358,0.57834,0.63959,0.61071,0.37268,0.57224,0.63116,0.6028,0.27968,nan,nan,nan,nan,0,0.000961484,0.000961484,0.000961484
173,6275.65,1.40547,1.26847,1.43223,0.00541,1.22622,0.63226,0.60673,0.58916,0.35806,0.66167,0.58877,0.60729,0.30006,nan,nan,nan,nan,0,0.000957358,0.000957358,0.000957358
174,6311.28,1.38119,1.24408,1.45487,0.00537,1.19722,0.60743,0.59679,0.57373,0.35617,0.60431,0.60947,0.57011,0.29133,nan,nan,nan,nan,0,0.000953232,0.000953232,0.000953232
175,6346.9,1.37693,1.23505,1.41004,0.00514,1.18582,0.51297,0.614,0.50431,0.30591,0.51238,0.64583,0.50487,0.22548,1.35233,1.2342,1.69296,0.00758,0,0.000949106,0.000949106,0.000949106
176,6382.5,1.39415,1.27501,1.4609,0.00536,1.25473,0.60243,0.65071,0.62555,0.38289,0.60081,0.65231,0.62865,0.29513,1.35065,1.14969,1.80211,0.00741,0,0.000944981,0.000944981,0.000944981
177,6418.11,1.38644,1.24052,1.44556,0.00526,1.21096,0.55523,0.62432,0.61153,0.36906,0.58259,0.604,0.60508,0.27895,1.35276,1.17457,1.66197,0.00742,0,0.000940855,0.000940855,0.000940855
178,6453.73,1.3806,1.22764,1.4337,0.00524,1.20361,0.65579,0.61646,0.63749,0.39951,0.65086,0.61468,0.62869,0.29736,1.3775,1.15127,1.54294,0.00757,0,0.000936729,0.000936729,0.000936729
179,6489.27,1.37562,1.24192,1.4261,0.00527,1.18434,0.5489,0.64746,0.59934,0.3659,0.55333,0.65327,0.59909,0.27486,1.34936,1.18761,1.73512,0.00752,0,0.000932603,0.000932603,0.000932603
180,6524.78,1.37427,1.22714,1.43202,0.0052,1.18171,0.63743,0.57789,0.64097,0.3953,0.64479,0.58323,0.64211,0.29749,1.35694,1.19826,1.59712,0.00753,0,0.000928477,0.000928477,0.000928477
181,6560.52,1.37544,1.21301,1.41731,0.00522,1.16581,0.66052,0.59688,0.63058,0.39473,0.657,0.59914,0.63377,0.28577,1.38214,1.19318,1.46929,0.00781,0,0.000924352,0.000924352,0.000924352
182,6596.02,1.37828,1.25532,1.4424,0.00524,1.2084,0.63015,0.63022,0.62153,0.39199,0.64544,0.64576,0.64431,0.29843,1.31303,1.16561,1.53368,0.0071,0,0.000920226,0.000920226,0.000920226
183,6631.7,1.3628,1.23275,1.41672,0.00523,1.17502,0.61027,0.5511,0.59656,0.37714,0.58935,0.56934,0.59208,0.2817,1.30287,1.18862,1.68075,0.00715,0,0.0009161,0.0009161,0.0009161
184,6667.26,1.4038,1.27116,1.44494,0.00536,1.25755,0.59968,0.57528,0.6111,0.3751,0.61486,0.59082,0.61675,0.289,1.29684,1.23285,1.68737,0.00706,0,0.000911974,0.000911974,0.000911974
185,6702.91,1.38141,1.28287,1.43706,0.00521,1.19447,0.60671,0.59866,0.6044,0.38767,0.63329,0.62566,0.62807,0.29615,1.34989,1.19291,1.55822,0.00734,0,0.000907848,0.000907848,0.000907848
186,6738.49,1.37816,1.22756,1.40397,0.00514,1.21222,0.59435,0.59018,0.5788,0.35866,0.61605,0.61011,0.59778,0.27952,1.35444,1.18945,1.65386,0.00744,0,0.000903722,0.000903722,0.000903722
187,6774.15,1.39603,1.27669,1.45666,0.00537,1.22966,0.64977,0.56414,0.63038,0.4115,0.67076,0.581,0.65527,0.32939,1.34841,1.16478,1.59446,0.00749,0,0.000899597,0.000899597,0.000899597
188,6809.79,1.38477,1.23412,1.40891,0.00514,1.22702,0.58767,0.60191,0.62126,0.3992,0.62919,0.63127,0.65908,0.29813,1.33606,1.14796,1.64361,0.00743,0,0.000895471,0.000895471,0.000895471
189,6845.32,1.36839,1.22024,1.39851,0.00526,1.16481,0.61149,0.63116,0.61237,0.38661,0.61765,0.64671,0.62667,0.29502,1.35877,1.20874,1.7345,0.00751,0,0.000891345,0.000891345,0.000891345
190,6880.94,1.38281,1.25584,1.42038,0.00514,1.13492,0.62704,0.61917,0.6262,0.39828,0.6355,0.61363,0.62863,0.3094,1.34313,1.20613,1.54417,0.00746,0,0.000887219,0.000887219,0.000887219
191,6916.48,1.35552,1.22015,1.40366,0.00512,1.17853,0.61154,0.61965,0.62621,0.391,0.61947,0.64609,0.64389,0.29826,1.31556,1.18124,1.60289,0.00724,0,0.000883093,0.000883093,0.000883093
192,6952.19,1.38684,1.26615,1.4117,0.00559,1.18034,0.57468,0.58192,0.60919,0.37171,0.57496,0.59001,0.60984,0.28518,nan,nan,nan,nan,0,0.000878967,0.000878967,0.000878967
193,6987.58,1.34505,1.24498,1.40824,0.00527,1.15397,0.62328,0.60552,0.61802,0.38379,0.62615,0.63574,0.64024,0.30344,1.33798,1.17206,1.55721,0.0073,0,0.000874842,0.000874842,0.000874842
194,7023.29,1.36278,1.22538,1.39817,0.00508,1.19479,0.65828,0.60395,0.65922,0.41874,0.68686,0.62583,0.67234,0.32785,1.321,1.14836,1.50261,0.00722,0,0.000870716,0.000870716,0.000870716
195,7058.97,1.36968,1.23038,1.38484,0.0052,1.17877,0.65747,0.60814,0.64097,0.40589,0.66545,0.61526,0.65335,0.30404,1.33025,1.17779,1.54637,0.00722,0,0.00086659,0.00086659,0.00086659
196,7094.53,1.37766,1.26737,1.4461,0.0052,1.22443,0.64118,0.55351,0.59716,0.37823,0.57903,0.60349,0.59612,0.30001,nan,nan,nan,nan,0,0.000862464,0.000862464,0.000862464
197,7130.17,1.34378,1.24007,1.38467,0.00507,1.19333,0.62317,0.64571,0.62524,0.38646,0.62829,0.64184,0.6319,0.31027,nan,nan,nan,nan,0,0.000858338,0.000858338,0.000858338
198,7165.62,1.34621,1.22825,1.44482,0.00509,1.13043,0.66855,0.6218,0.65006,0.40155,0.72008,0.58151,0.64893,0.3135,nan,nan,nan,nan,0,0.000854212,0.000854212,0.000854212
199,7201.29,1.37449,1.23515,1.41811,0.00515,1.14221,0.64649,0.59123,0.62169,0.3848,0.66114,0.59249,0.63738,0.2984,1.3327,1.20323,1.5648,0.00721,0,0.000850087,0.000850087,0.000850087
200,7236.89,1.36214,1.23506,1.37435,0.00525,1.13442,0.61959,0.64718,0.6369,0.39094,0.65227,0.61692,0.63768,0.30223,1.34655,1.18097,1.54169,0.00729,0,0.000845961,0.000845961,0.000845961
201,7272.45,1.35964,1.21261,1.3621,0.00506,1.1151,0.61444,0.62503,0.61665,0.39182,0.62538,0.65027,0.63529,0.29786,nan,nan,nan,nan,0,0.000841835,0.000841835,0.000841835
202,7307.98,1.35795,1.20082,1.33244,0.00517,1.06429,0.65793,0.62049,0.63667,0.39524,0.65741,0.62096,0.64276,0.31603,nan,nan,nan,nan,0,0.000837709,0.000837709,0.000837709
203,7343.66,1.35549,1.22134,1.36664,0.00514,1.11536,0.57613,0.63603,0.60849,0.37662,0.57196,0.63116,0.59598,0.28596,1.33547,1.20433,1.6318,0.00739,0,0.000833583,0.000833583,0.000833583
204,7379.25,1.33433,1.18154,1.34161,0.00504,1.15655,0.59095,0.5881,0.60571,0.37633,0.58662,0.58323,0.59826,0.28718,1.36046,1.19671,1.52427,0.00751,0,0.000829458,0.000829458,0.000829458
205,7414.72,1.33632,1.21181,1.39733,0.00519,1.17174,0.58668,0.65252,0.63249,0.39104,0.58209,0.65121,0.63147,0.30255,nan,nan,nan,nan,0,0.000825332,0.000825332,0.000825332
206,7450.33,1.36021,1.2171,1.39298,0.00511,1.19587,0.60684,0.62637,0.63236,0.37889,0.60272,0.68847,0.6402,0.29904,1.33187,1.15985,1.59453,0.00746,0,0.000821206,0.000821206,0.000821206
207,7489.52,1.34014,1.22647,1.37341,0.0051,1.14871,0.60288,0.64104,0.64541,0.39786,0.59402,0.65096,0.64137,0.30728,1.35074,1.17127,1.58927,0.0075,0,0.00081708,0.00081708,0.00081708
208,7527.25,1.34789,1.21933,1.39003,0.005,1.17151,0.54976,0.6574,0.59863,0.36202,0.5535,0.67289,0.59737,0.27249,1.34728,1.2205,1.73785,0.00768,0,0.000812954,0.000812954,0.000812954
209,7563.64,1.38078,1.23597,1.38788,0.0052,1.15585,0.63378,0.62049,0.63426,0.38456,0.63363,0.61337,0.63384,0.31132,1.36173,1.21411,1.67516,0.00748,0,0.000808828,0.000808828,0.000808828
210,7600.34,1.36693,1.19893,1.36209,0.00507,1.16702,0.6624,0.59343,0.6411,0.40102,0.67548,0.60771,0.63912,0.30244,nan,nan,nan,nan,0,0.000804703,0.000804703,0.000804703
211,7636.83,1.35715,1.19551,1.36033,0.00507,1.14234,0.65609,0.59652,0.64388,0.40408,0.66419,0.63021,0.65985,0.29923,1.33841,1.20714,1.49355,0.00722,0,0.000800577,0.000800577,0.000800577
212,7673.42,1.34398,1.20413,1.36792,0.00502,1.15589,0.62377,0.67106,0.65663,0.4075,0.66606,0.64869,0.66233,0.31544,1.33846,1.1768,1.53247,0.00715,0,0.000796451,0.000796451,0.000796451
213,7709.87,1.32318,1.19851,1.34223,0.00507,1.13152,0.64265,0.65972,0.6668,0.42262,0.63669,0.66937,0.66564,0.31669,1.30634,1.15794,1.50338,0.00705,0,0.000792325,0.000792325,0.000792325
214,7746.4,1.34871,1.17803,1.33398,0.00517,1.06868,0.69593,0.6129,0.66652,0.41743,0.68292,0.60981,0.66077,0.32202,1.37296,1.13267,1.50778,0.00743,0,0.000788199,0.000788199,0.000788199
215,7783.21,1.33804,1.17529,1.35944,0.0052,1.14564,0.66767,0.63734,0.65097,0.41136,0.66488,0.64445,0.64258,0.30806,1.2918,1.1797,1.51497,0.00688,0,0.000784073,0.000784073,0.000784073
216,7820.08,1.35113,1.25688,1.35674,0.00517,1.13607,0.61096,0.61787,0.636,0.41069,0.61182,0.64313,0.6393,0.30172,1.31535,1.16953,1.62257,0.0072,0,0.000779948,0.000779948,0.000779948
217,7856.9,1.33195,1.21204,1.38039,0.0051,1.12137,0.64435,0.65252,0.66263,0.42422,0.64948,0.65608,0.65811,0.32545,nan,nan,nan,nan,0,0.000775822,0.000775822,0.000775822
218,7893.48,1.36134,1.20997,1.38746,0.00522,1.13278,0.65301,0.62713,0.63549,0.40124,0.64834,0.64024,0.64396,0.31079,nan,nan,nan,nan,0,0.000771696,0.000771696,0.000771696
219,7930.02,1.33303,1.20568,1.34644,0.0051,1.11744,0.6762,0.65646,0.66345,0.41302,0.71604,0.64671,0.67241,0.33556,nan,nan,nan,nan,0,0.00076757,0.00076757,0.00076757
220,7966.42,1.34564,1.22824,1.37086,0.00509,1.13738,0.70438,0.57114,0.60556,0.35235,0.70793,0.55853,0.58688,0.28527,nan,nan,nan,nan,0,0.000763444,0.000763444,0.000763444
221,8003.03,1.32548,1.18934,1.36418,0.00489,1.16599,0.61994,0.67798,0.65591,0.39769,0.62461,0.68256,0.66076,0.31643,nan,nan,nan,nan,0,0.000759318,0.000759318,0.000759318
222,8039.57,1.33419,1.18803,1.32898,0.00511,1.1292,0.6258,0.59179,0.58804,0.36594,0.64341,0.60642,0.60065,0.28299,nan,nan,nan,nan,0,0.000755193,0.000755193,0.000755193
223,8076.38,1.33774,1.1741,1.34454,0.00511,1.14185,0.66166,0.62232,0.62054,0.38581,0.6492,0.6454,0.63362,0.28932,nan,nan,nan,nan,0,0.000751067,0.000751067,0.000751067
224,8112.97,1.30897,1.14758,1.32447,0.00491,1.09342,0.60167,0.70532,0.66861,0.41982,0.60098,0.70223,0.65697,0.30889,nan,nan,nan,nan,0,0.000746941,0.000746941,0.000746941
225,8149.67,1.34851,1.20053,1.34033,0.0051,1.09704,0.67149,0.66534,0.66889,0.41131,0.64374,0.66193,0.65562,0.3209,1.33887,1.18638,1.54522,0.00744,0,0.000742815,0.000742815,0.000742815
226,8186.26,1.33508,1.18923,1.37266,0.00509,1.15747,0.63893,0.64815,0.6536,0.40705,0.63695,0.66225,0.65404,0.30996,1.32602,1.16635,1.49361,0.00732,0,0.000738689,0.000738689,0.000738689
227,8222.78,1.3447,1.21544,1.34128,0.00512,1.13293,0.62824,0.64932,0.65711,0.41522,0.65336,0.6511,0.66259,0.31779,nan,nan,nan,nan,0,0.000734564,0.000734564,0.000734564
228,8259.23,1.32124,1.2035,1.34164,0.00485,1.0861,0.64769,0.57161,0.62681,0.38936,0.66592,0.58359,0.62487,0.29822,1.32579,1.15116,1.55223,0.00717,0,0.000730438,0.000730438,0.000730438
229,8295.78,1.33267,1.16771,1.30186,0.0051,1.1524,0.6406,0.61358,0.64349,0.40133,0.64394,0.6263,0.65726,0.30973,1.36348,1.13101,1.46408,0.0075,0,0.000726312,0.000726312,0.000726312
230,8332.25,1.31037,1.1562,1.31333,0.00498,1.08619,0.59896,0.62986,0.63151,0.39768,0.62243,0.62285,0.63423,0.30343,nan,nan,nan,nan,0,0.000722186,0.000722186,0.000722186
231,8368.83,1.32505,1.20851,1.32998,0.00495,1.1473,0.69131,0.60108,0.64195,0.40042,0.70172,0.61034,0.6451,0.29907,nan,nan,nan,nan,0,0.00071806,0.00071806,0.00071806
232,8405.27,1.34079,1.1875,1.31398,0.00494,1.12188,0.586,0.67547,0.63116,0.39197,0.61147,0.65179,0.62847,0.28202,1.33349,1.18789,1.50457,0.00742,0,0.000713934,0.000713934,0.000713934
233,8441.8,1.33259,1.2132,1.34832,0.0049,1.1123,0.6829,0.63619,0.64628,0.40288,0.67691,0.65466,0.65828,0.31405,1.33574,1.14994,1.66649,0.00741,0,0.000709809,0.000709809,0.000709809
234,8478.3,1.31077,1.20596,1.38636,0.00504,1.12299,0.69178,0.61206,0.64833,0.41264,0.68817,0.60495,0.63469,0.30668,1.27817,1.1254,1.52907,0.00692,0,0.000705683,0.000705683,0.000705683
235,8514.7,1.3158,1.16495,1.35056,0.00497,1.11818,0.64445,0.60487,0.65881,0.41945,0.64617,0.61646,0.65182,0.30327,1.28876,1.17472,1.46919,0.00691,0,0.000701557,0.000701557,0.000701557
236,8551.19,1.32444,1.20377,1.32903,0.0051,1.10954,0.68973,0.61206,0.65138,0.41751,0.68382,0.5983,0.64784,0.31588,1.29505,1.16439,1.53425,0.007,0,0.000697431,0.000697431,0.000697431
237,8587.8,1.32305,1.19081,1.3148,0.00503,1.10297,0.61939,0.66534,0.65004,0.4099,0.62681,0.67423,0.66167,0.30851,1.29908,1.13632,1.5515,0.00701,0,0.000693305,0.000693305,0.000693305
238,8624.39,1.30371,1.19407,1.29016,0.00489,1.07752,0.65433,0.61794,0.64441,0.41863,0.6699,0.63022,0.66016,0.31768,1.29396,1.16152,1.56078,0.0069,0,0.000689179,0.000689179,0.000689179
239,8660.83,1.33244,1.21902,1.28883,0.00495,1.09406,0.61916,0.64059,0.63617,0.39858,0.6395,0.65953,0.65672,0.2999,1.28279,1.17567,1.59369,0.00686,0,0.000685054,0.000685054,0.000685054
240,8697.44,1.34649,1.20528,1.35146,0.00498,1.14715,0.72664,0.59442,0.65265,0.40492,0.7351,0.60815,0.64692,0.29695,1.28595,1.1688,1.65919,0.00697,0,0.000680928,0.000680928,0.000680928
241,8733.94,1.30976,1.18802,1.32291,0.00502,1.14212,0.70064,0.57566,0.65956,0.41624,0.6041,0.68314,0.66793,0.32399,1.28907,1.1855,1.57917,0.00721,0,0.000676802,0.000676802,0.000676802
242,8770.52,1.30194,1.17262,1.30986,0.00492,1.14349,0.71108,0.67579,0.68199,0.43435,0.71413,0.68246,0.68664,0.32254,1.2954,1.17294,1.51113,0.00707,0,0.000672676,0.000672676,0.000672676
243,8807.16,1.30361,1.15163,1.29417,0.00486,1.06939,0.59716,0.66842,0.66778,0.42831,0.61292,0.68444,0.67282,0.31633,1.30079,1.11869,1.46039,0.007,0,0.00066855,0.00066855,0.00066855
244,8843.74,1.33441,1.20021,1.31299,0.00499,1.07983,0.58975,0.64001,0.65061,0.41928,0.60365,0.64896,0.65709,0.31707,1.28439,1.15748,1.56938,0.00704,0,0.000664425,0.000664425,0.000664425
245,8880.33,1.29608,1.14451,1.30823,0.00488,1.07382,0.63639,0.60153,0.63687,0.39469,0.66383,0.62667,0.65403,0.30854,1.27186,1.14768,1.51378,0.00692,0,0.000660299,0.000660299,0.000660299
